연번,충전소명,사용시간,이용자제한,충전기상태,충전기타입,소재지도로명주소,소재지지번주소,세부위치,관리업체명,업체전화번호,위도,경도,충전소ID,충전기ID,충전기용량,기관ID,전용주차장,상태갱신일시,데이터기준일자
권선구_63_4,서수원레이크푸르지오2단지,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 권선구 입북로77번길 61,경기도 수원시 권선구 입북동 815번지 서수원레이크푸르지오2단지,201동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.299004,126.952934,KL001934,KL00193404,완속(7kW),KL,Y,,2021-11-30
권선구_63_5,서수원레이크푸르지오2단지,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 권선구 입북로77번길 61,경기도 수원시 권선구 입북동 815번지 서수원레이크푸르지오2단지,201동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.299004,126.952934,KL001934,KL00193405,완속(7kW),KL,Y,,2021-11-30
권선구_64_1,호매실엔루체 입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로166번길 70,경기도 수원시 권선구 호매실동 1414번지 호매실 엔루체(N LUCE),2004동 전면부 지하주차장 1층,파워큐브,1833-8017,37.258123,126.961021,PW012514,PW01251401,완속(7kW),PW,Y,,2021-11-30
권선구_64_2,호매실엔루체 입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로166번길 70,경기도 수원시 권선구 호매실동 1414번지 호매실 엔루체(N LUCE),2004동 전면부 지하주차장 1층,파워큐브,1833-8017,37.258123,126.961021,PW012514,PW01251402,완속(7kW),PW,Y,,2021-11-30
권선구_64_3,호매실엔루체 입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로166번길 70,경기도 수원시 권선구 호매실동 1414번지 호매실 엔루체(N LUCE),2004동 전면부 지하주차장 1층,파워큐브,1833-8017,37.258123,126.961021,PW012514,PW01251403,완속(7kW),PW,Y,,2021-11-30
권선구_64_4,호매실엔루체 입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로166번길 70,경기도 수원시 권선구 호매실동 1414번지 호매실 엔루체(N LUCE),2004동 전면부 지하주차장 1층,파워큐브,1833-8017,37.258123,126.961021,PW012514,PW01251404,완속(7kW),PW,Y,,2021-11-30
권선구_64_5,호매실엔루체 입주자대표회의,24시간 이용가능,입주자 외 이용제한,3,AC완속,경기도 수원시 권선구 호매실로166번길 70,경기도 수원시 권선구 호매실동 1414번지 호매실 엔루체(N LUCE),2004동 전면부 지하주차장 1층,파워큐브,1833-8017,37.258123,126.961021,PW012514,PW01251405,완속(7kW),PW,Y,,2021-11-30
권선구_65_1,호매실 힐스테이트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로166번길 33,경기도 수원시 권선구 호매실동 1393번지 힐스테이트호매실,1808동 전면부 지하주차장 1층,㈜피앤이시스템즈,1661-6501,37.259241,126.959205,,,완속(7kW),,N,,2021-11-30
권선구_65_2,호매실 힐스테이트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로166번길 33,경기도 수원시 권선구 호매실동 1393번지 힐스테이트호매실,1808동 전면부 지하주차장 1층,㈜피앤이시스템즈,1661-6501,37.259241,126.959205,,,완속(7kW),,N,,2021-11-30
권선구_65_3,호매실 힐스테이트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로166번길 33,경기도 수원시 권선구 호매실동 1393번지 힐스테이트호매실,1808동 전면부 지하주차장 1층,㈜피앤이시스템즈,1661-6501,37.259241,126.959205,,,완속(7kW),,N,,2021-11-30
권선구_66_1,곡반정동 제2공영주차장,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 권선구 곡선로49번길 14-5,경기도 수원시 권선구 곡반정동 553번지,지상주차장 1층,환경부(한국자동차환경협회),1661-9408,37.239531,127.030521,ME18B139,ME18B13901,DC차데모(50kW)/AC3상(43kW)/DC콤보(100kW),ME,Y,,2021-11-30
권선구_67_1,롯데마트 권선점,10:00~23:00,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 권선구 동수원로 232,경기도 수원시 권선구 권선동 1296-5번지,지하 2층 주차장 좌측,환경부(한국자동차환경협회),1661-9408,37.250128,127.034432,ME183215,ME18321501,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),ME,Y,,2021-11-30
권선구_67_2,롯데마트 권선점,10:00~23:00,이용자 제한 없음,2,DC콤보,경기도 수원시 권선구 동수원로 232,경기도 수원시 권선구 권선동 1296-5번지,지하 2층 주차장 좌측,환경부(한국자동차환경협회),1661-9408,37.250128,127.034432,ME183215,ME18321502,DC콤보(100kW),ME,Y,,2021-11-30
권선구_67_3,롯데마트 권선점,10:00~23:00,이용자 제한 없음,2,DC콤보,경기도 수원시 권선구 동수원로 232,경기도 수원시 권선구 권선동 1296-5번지,지하 2층 주차장 좌측,환경부(한국자동차환경협회),1661-9408,37.250128,127.034432,ME183215,ME18321552,DC콤보(100kW),ME,Y,,2021-11-30
권선구_68_1,세류역 환승주차장,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 권선구 장지동 45-1,경기도 수원시 권선구 장지동 45-1,지상주차장,환경부(한국자동차환경협회),1661-9408,37.243014,127.014581,ME18B140,ME18B14001,DC차데모(50kW)/AC3상(43kW)/DC콤보(100kW),ME,Y,,2021-11-30
권선구_68_2,세류역 환승주차장,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 장지동 45-1,경기도 수원시 권선구 장지동 45-1,지상주차장,그린카,080-2000-3000,37.242459,127.014918,,,완속(7kW),,Y,,2021-11-30
권선구_69_1,수원권사복지매장,24시간 이용가능,이용자 제한 없음,2,DC콤보,경기도 수원시 권선구 경수대로168번길 79 ,경기도 수원시 권선구 권선동 224-1번지,지상주차장,환경부(한국자동차환경협회),1661-9408,37.241431,127.021968,ME19D119,ME19D11901,DC콤보(100kW),ME,Y,,2021-11-30
권선구_70_1,LH수원센트럴타운1단지,24시간 이용가능,입주자 외 이용제한,2,DC차데모+AC3상+DC콤보,경기도 수원시 권선구 세류동 세류로 60,경기도 수원시 권선구 세류동 1260번지 수원역해모로,108동 전면부 지하주차장 2층,한국전력,1899-2100,37.264219,127.009668,KP000973,KP00097301,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
권선구_71_1,권선신일유토빌,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 곡반정동 동수원로146번길 281-25,경기도 수원시 권선구 곡반정동 548번지 권선신일유토빌,105동 전면부 지하주차장 1층,한국전력,1899-2100,37.239827,127.030059,KP000974,KP00097401,완속(7kW),KP,Y,,2021-11-30
권선구_71_2,권선신일유토빌,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 곡반정동 동수원로146번길 281-25,경기도 수원시 권선구 곡반정동 548번지 권선신일유토빌,105동 전면부 지하주차장 1층,한국전력,1899-2100,37.239827,127.030059,KP000974,KP00097402,완속(7kW),KP,Y,,2021-11-30
권선구_72_1,권선어울림,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 세류동 세권로43번길 26-6,경기도 수원시 권선구 세류동 1255번지 수원권선어울림,101동 지하주차장,한국전력,1899-2100,37.260028,127.009935,KP001341,KP00134101,완속(7kW),KP,Y,,2021-11-30
권선구_73_1,수원센트럴타운2단지,24시간 이용가능,입주자 외 이용제한,2,DC차데모+AC3상+DC콤보,경기 수원시 권선구 세류로 39,경기도 수원시 권선구 세류동 1270번지 LH수원센트럴타운2단지,205동 지하주차장 2층,한국전력,031-228-9245,37.262406,127.005943,KP000569,KP00056901,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
권선구_73_2,수원센트럴타운2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기 수원시 권선구 세류로 39,경기도 수원시 권선구 세류동 1270번지 LH수원센트럴타운2단지,205동 지하주차장 2층,한국전력,031-228-9245,37.262406,127.005943,KP000569,KP00056902,완속(7kW),KP,Y,,2021-11-30
권선구_73_3,수원센트럴타운2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기 수원시 권선구 세류로 39,경기도 수원시 권선구 세류동 1270번지 LH수원센트럴타운2단지,205동 지하주차장 2층,한국전력,031-228-9245,37.262406,127.005943,KP000569,KP00056903,완속(7kW),KP,Y,,2021-11-30
권선구_73_4,수원센트럴타운2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기 수원시 권선구 세류로 39,경기도 수원시 권선구 세류동 1270번지 LH수원센트럴타운2단지,205동 지하주차장 2층,한국전력,031-228-9245,37.262406,127.005943,KP000569,KP00056904,완속(7kW),KP,Y,,2021-11-30
권선구_74_1,수원아이파크시티1단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 권선동 동수원로145번길 74,경기도 수원시 권선구 권선동 1360번지 수원아이파크시티1단지,106동 지하주차장 2층,한국전력,031-228-9245,37.246122,127.026845,KP000975,KP00097502,완속(7kW),KP,Y,,2021-11-30
권선구_74_2,수원아이파크시티1단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 권선동 동수원로145번길 74,경기도 수원시 권선구 권선동 1360번지 수원아이파크시티1단지,106동 지하주차장 2층,한국전력,031-228-9245,37.246122,127.026845,KP000975,KP00097503,완속(7kW),KP,Y,,2021-11-30
권선구_74_3,수원아이파크시티1단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 권선동 동수원로145번길 74,경기도 수원시 권선구 권선동 1360번지 수원아이파크시티1단지,106동 지하주차장 2층,한국전력,031-228-9245,37.246122,127.026845,KP000975,KP00097504,완속(7kW),KP,Y,,2021-11-30
권선구_74_4,수원아이파크시티1단지,24시간 이용가능,입주자 외 이용제한,2,DC차데모+AC3상+DC콤보,경기도 수원시 권선구 권선동 동수원로145번길 74,경기도 수원시 권선구 권선동 1360번지 수원아이파크시티1단지,106동 지하주차장 2층,한국전력,031-228-9245,37.246122,127.026845,,,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),,Y,,2021-11-30
권선구_75_1,아이파크시티2단지,24시간 이용가능,입주자 외 이용제한,2,DC차데모+AC3상+DC콤보,경기도 수원시 권선구 동수원로145번길 24,경기도 수원시 권선구 권선동 1361번지 수원아이파크시티2단지,214동 제3지하주차장 2층,한국전력,1899-2100,37.245191,127.030217,KP002753,KP00275301,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
권선구_75_2,아이파크시티2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 동수원로145번길 24,경기도 수원시 권선구 권선동 1361번지 수원아이파크시티2단지,214동 제3지하주차장 2층,한국전력,1899-2100,37.245191,127.030217,KP002753,KP00275302,완속(7kW),KP,Y,,2021-11-30
권선구_75_3,아이파크시티2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 동수원로145번길 24,경기도 수원시 권선구 권선동 1361번지 수원아이파크시티2단지,214동 제3지하주차장 2층,한국전력,1899-2100,37.245191,127.030217,KP002753,KP00275303,완속(7kW),KP,Y,,2021-11-30
권선구_75_4,아이파크시티2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 동수원로145번길 24,경기도 수원시 권선구 권선동 1361번지 수원아이파크시티2단지,214동 제3지하주차장 2층,한국전력,1899-2100,37.245191,127.030217,KP002753,KP00275304,완속(7kW),KP,Y,,2021-11-30
권선구_75_5,아이파크시티2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 동수원로145번길 24,경기도 수원시 권선구 권선동 1361번지 수원아이파크시티2단지,214동 제3지하주차장 2층,한국전력,1899-2100,37.245191,127.030217,KP002753,KP00275305,완속(7kW),KP,Y,,2021-11-30
권선구_76_1,권선3단지 상록아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 세권로316번길 15,경기도 수원시 권선구 권선동 1303번지 권선3단지상록아파트,341동 지하주차장,한국전기차충전서비스,1522-1782,37.251082,127.038358,HE192303,HE19230301,완속(7kW),HE,Y,,2021-11-30
권선구_76_2,권선3단지 상록아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 세권로316번길 15,경기도 수원시 권선구 권선동 1303번지 권선3단지상록아파트,341동 지하주차장,한국전기차충전서비스,1522-1782,37.251082,127.038358,HE192303,HE19230302,완속(7kW),HE,Y,,2021-11-30
권선구_76_3,권선3단지 상록아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 세권로316번길 15,경기도 수원시 권선구 권선동 1303번지 권선3단지상록아파트,342동 지하주차장,한국전기차충전서비스,1522-1782,37.250635,127.037971,HE192303,HE19230303,완속(7kW),HE,Y,,2021-11-30
권선구_76_4,권선3단지 상록아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 세권로316번길 15,경기도 수원시 권선구 권선동 1303번지 권선3단지상록아파트,342동 지하주차장,한국전기차충전서비스,1522-1782,37.250635,127.037971,HE192303,HE19230304,완속(7kW),HE,Y,,2021-11-30
권선구_77_1,세류성원아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 정조로 618,경기도 수원시 권선구 세류동 141번지 성원아파트,지상 관리사무소 옆,차지비,1600-4047,37.263481,127.015731,PI202452,PI20245201,완속(7kW),PI,Y,,2021-11-30
권선구_78_1,수원시 평동 행정복지센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 평동로76번길 13,경기도 수원시 권선구 평동 35-6번지,지상주차장,차지비,1600-4047,37.257999,126.994108,PI000385,PI00038501,완속(7kW),PI,Y,,2021-11-30
권선구_79_1,수원시 곡선동 주민센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 동수원로146번길 174,경기도 수원시 권선구 곡반정동 525번지,지상주차장,차지비,1600-4047,37.243372,127.033303,,,완속(7kW),,Y,,2021-11-30
권선구_80_1,수원시 권선1동 주민센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 경수대로352번길 29 ,경기도 수원시 권선구 권선동 1034-5번지,주차장,차지비,1600-4047,37.257788,127.024568,PI000388,PI00038801,완속(7kW),PI,N,,2021-11-30
